user_id,campaign,pdays,previous,poutcome,contact mode,contact day,contact month,contact duration,deposit
41,1,-1,0,unknown,unknown,13,may,1015,yes
42,2,-1,0,unknown,unknown,13,may,683,yes
43,1,-1,0,unknown,unknown,13,may,470,yes
44,4,-1,0,unknown,unknown,13,may,1001,yes
45,1,-1,0,unknown,unknown,13,may,845,yes
46,2,-1,0,unknown,unknown,13,may,945,yes
47,2,-1,0,unknown,unknown,13,may,1721,yes
48,3,-1,0,unknown,unknown,14,may,942,yes
49,1,-1,0,unknown,unknown,14,may,476,yes
50,1,-1,0,unknown,unknown,14,may,832,yes
51,1,-1,0,unknown,unknown,14,may,1553,yes
52,1,-1,0,unknown,unknown,14,may,1328,yes
53,2,-1,0,unknown,unknown,14,may,1125,yes
54,1,-1,0,unknown,unknown,14,may,858,yes
55,2,-1,0,unknown,unknown,14,may,629,yes
56,1,-1,0,unknown,unknown,14,may,704,yes
57,1,-1,0,unknown,unknown,14,may,760,yes
58,1,-1,0,unknown,unknown,14,may,930,yes
59,2,-1,0,unknown,unknown,14,may,1028,yes
60,2,-1,0,unknown,unknown,14,may,850,yes
61,1,-1,0,unknown,unknown,14,may,927,yes
62,3,-1,0,unknown,unknown,14,may,1423,yes
63,4,-1,0,unknown,unknown,15,may,1162,yes
64,1,-1,0,unknown,unknown,15,may,755,yes
65,1,-1,0,unknown,unknown,15,may,695,yes
66,1,-1,0,unknown,unknown,15,may,483,yes
67,2,-1,0,unknown,unknown,15,may,520,yes
68,2,-1,0,unknown,unknown,15,may,920,yes
69,1,-1,0,unknown,unknown,15,may,500,yes
70,2,-1,0,unknown,unknown,15,may,911,yes
71,2,-1,0,unknown,unknown,15,may,920,yes
72,2,-1,0,unknown,unknown,15,may,1224,yes
73,2,-1,0,unknown,unknown,15,may,1156,yes
74,1,-1,0,unknown,unknown,15,may,1052,yes
75,6,-1,0,unknown,unknown,15,may,1867,yes
76,1,-1,0,unknown,unknown,16,may,515,yes
77,1,-1,0,unknown,unknown,16,may,813,yes
78,1,-1,0,unknown,unknown,16,may,676,yes
79,3,-1,0,unknown,unknown,16,may,1143,yes
80,1,-1,0,unknown,unknown,16,may,688,yes
81,1,-1,0,unknown,unknown,16,may,803,yes
82,2,-1,0,unknown,unknown,16,may,619,yes
83,2,-1,0,unknown,unknown,16,may,767,yes
84,1,-1,0,unknown,unknown,16,may,912,yes
85,1,-1,0,unknown,unknown,16,may,1340,yes
86,1,-1,0,unknown,unknown,16,may,897,yes
87,3,-1,0,unknown,unknown,16,may,1297,yes
88,5,-1,0,unknown,unknown,16,may,1193,yes
89,4,-1,0,unknown,unknown,16,may,1064,yes
90,4,-1,0,unknown,unknown,16,may,1187,yes
91,1,-1,0,unknown,unknown,19,may,882,yes
92,2,-1,0,unknown,unknown,19,may,943,yes
93,1,-1,0,unknown,unknown,19,may,607,yes
94,4,-1,0,unknown,unknown,19,may,1022,yes
95,3,-1,0,unknown,unknown,19,may,552,yes
96,2,-1,0,unknown,unknown,19,may,1622,yes
97,6,-1,0,unknown,unknown,19,may,967,yes
98,5,-1,0,unknown,unknown,19,may,579,yes
99,1,-1,0,unknown,unknown,20,may,446,yes
100,1,-1,0,unknown,unknown,20,may,1205,yes
101,2,-1,0,unknown,unknown,20,may,1882,yes
102,1,-1,0,unknown,unknown,20,may,1334,yes
103,2,-1,0,unknown,unknown,20,may,182,yes
104,1,-1,0,unknown,unknown,20,may,1777,yes
105,4,-1,0,unknown,unknown,20,may,1182,yes
106,1,-1,0,unknown,unknown,20,may,1045,yes
107,3,-1,0,unknown,unknown,20,may,650,yes
108,2,-1,0,unknown,unknown,20,may,1063,yes
109,2,-1,0,unknown,unknown,20,may,843,yes
110,2,-1,0,unknown,unknown,20,may,1392,yes
111,1,-1,0,unknown,unknown,21,may,565,yes
112,1,-1,0,unknown,unknown,21,may,905,yes
113,2,-1,0,unknown,unknown,21,may,783,yes
114,2,-1,0,unknown,unknown,21,may,958,yes
115,1,-1,0,unknown,unknown,21,may,412,yes
116,1,-1,0,unknown,unknown,21,may,795,yes
117,2,-1,0,unknown,unknown,21,may,649,yes
118,2,-1,0,unknown,unknown,21,may,506,yes
119,1,-1,0,unknown,unknown,21,may,857,yes
120,1,-1,0,unknown,unknown,21,may,1681,yes
121,2,-1,0,unknown,unknown,21,may,1697,yes
122,2,-1,0,unknown,unknown,21,may,860,yes
123,1,-1,0,unknown,unknown,21,may,799,yes
124,3,-1,0,unknown,unknown,21,may,923,yes
125,3,-1,0,unknown,unknown,21,may,521,yes
126,8,-1,0,unknown,unknown,23,may,1349,yes
127,2,-1,0,unknown,unknown,23,may,736,yes
128,1,-1,0,unknown,unknown,23,may,785,yes
129,1,-1,0,unknown,unknown,23,may,1030,yes
130,3,-1,0,unknown,unknown,23,may,893,yes
131,3,-1,0,unknown,unknown,23,may,588,yes
132,6,-1,0,unknown,unknown,23,may,597,yes
133,3,-1,0,unknown,unknown,23,may,1015,yes
134,2,-1,0,unknown,unknown,23,may,1392,yes
135,2,-1,0,unknown,unknown,26,may,414,yes
136,11,-1,0,unknown,unknown,26,may,788,yes
137,1,-1,0,unknown,unknown,26,may,682,yes
138,2,-1,0,unknown,unknown,26,may,679,yes
139,2,-1,0,unknown,unknown,26,may,1560,yes
140,3,-1,0,unknown,unknown,26,may,1234,yes
141,2,-1,0,unknown,unknown,26,may,642,yes
142,4,-1,0,unknown,unknown,26,may,895,yes
143,2,-1,0,unknown,unknown,26,may,431,yes
144,6,-1,0,unknown,unknown,26,may,741,yes
145,4,-1,0,unknown,unknown,26,may,1272,yes
146,3,-1,0,unknown,unknown,26,may,748,yes
147,3,-1,0,unknown,unknown,26,may,896,yes
148,2,-1,0,unknown,unknown,26,may,764,yes
149,5,-1,0,unknown,unknown,27,may,1063,yes
150,1,-1,0,unknown,unknown,27,may,1051,yes
151,3,-1,0,unknown,unknown,27,may,731,yes
152,1,-1,0,unknown,unknown,27,may,751,yes
153,1,-1,0,unknown,unknown,27,may,709,yes
154,2,-1,0,unknown,unknown,27,may,3094,yes
155,2,-1,0,unknown,unknown,28,may,938,yes
156,2,-1,0,unknown,unknown,28,may,1560,yes
157,3,-1,0,unknown,unknown,28,may,576,yes
158,2,-1,0,unknown,unknown,28,may,543,yes
159,2,-1,0,unknown,unknown,28,may,615,yes
160,1,-1,0,unknown,unknown,28,may,507,yes
161,1,-1,0,unknown,unknown,28,may,1183,yes
162,2,-1,0,unknown,unknown,28,may,864,yes
163,1,-1,0,unknown,unknown,28,may,1730,yes
164,9,-1,0,unknown,unknown,28,may,560,yes
165,1,-1,0,unknown,unknown,29,may,543,yes
166,1,-1,0,unknown,unknown,29,may,539,yes
167,2,-1,0,unknown,unknown,29,may,791,yes
168,1,-1,0,unknown,unknown,29,may,746,yes
169,1,-1,0,unknown,unknown,29,may,1207,yes
170,2,-1,0,unknown,unknown,29,may,535,yes
171,3,-1,0,unknown,unknown,29,may,789,yes
172,3,-1,0,unknown,unknown,29,may,792,yes
173,2,-1,0,unknown,unknown,29,may,833,yes
174,2,-1,0,unknown,unknown,29,may,814,yes
175,2,-1,0,unknown,unknown,29,may,1363,yes
176,3,-1,0,unknown,unknown,29,may,1109,yes
177,3,-1,0,unknown,unknown,29,may,828,yes
178,1,-1,0,unknown,unknown,30,may,917,yes
179,3,-1,0,unknown,unknown,30,may,762,yes
180,2,-1,0,unknown,unknown,30,may,1133,yes
181,1,-1,0,unknown,unknown,30,may,638,yes
182,1,-1,0,unknown,unknown,30,may,763,yes
183,2,-1,0,unknown,unknown,30,may,604,yes
184,2,-1,0,unknown,unknown,30,may,854,yes
185,2,-1,0,unknown,unknown,30,may,855,yes
186,1,-1,0,unknown,unknown,30,may,1269,yes
187,10,-1,0,unknown,unknown,30,may,691,yes
188,15,-1,0,unknown,unknown,30,may,1097,yes
189,2,-1,0,unknown,unknown,30,may,1236,yes
190,3,-1,0,unknown,unknown,30,may,886,yes
191,3,-1,0,unknown,unknown,30,may,1343,yes
192,3,-1,0,unknown,unknown,30,may,812,yes
193,2,-1,0,unknown,unknown,30,may,1980,yes
194,2,-1,0,unknown,unknown,30,may,984,yes
195,2,-1,0,unknown,unknown,30,may,228,yes
196,4,-1,0,unknown,unknown,30,may,891,yes
197,12,-1,0,unknown,unknown,30,may,745,yes
198,12,-1,0,unknown,unknown,30,may,539,yes
199,5,-1,0,unknown,unknown,30,may,1044,yes
200,2,-1,0,unknown,unknown,30,may,1193,yes
201,2,-1,0,unknown,unknown,2,jun,526,yes
202,1,-1,0,unknown,unknown,2,jun,394,yes
203,2,-1,0,unknown,unknown,2,jun,659,yes
204,1,-1,0,unknown,unknown,2,jun,1036,yes
205,1,-1,0,unknown,unknown,2,jun,815,yes
206,1,-1,0,unknown,unknown,2,jun,563,yes
207,1,-1,0,unknown,unknown,2,jun,1068,yes
208,3,-1,0,unknown,unknown,2,jun,230,yes
209,2,-1,0,unknown,unknown,2,jun,747,yes
210,5,-1,0,unknown,unknown,2,jun,671,yes
211,5,-1,0,unknown,unknown,2,jun,555,yes
212,4,-1,0,unknown,unknown,2,jun,777,yes
213,14,-1,0,unknown,unknown,2,jun,707,yes
214,4,-1,0,unknown,unknown,2,jun,432,yes
215,3,-1,0,unknown,unknown,3,jun,1173,yes
216,2,-1,0,unknown,unknown,3,jun,963,yes
217,3,-1,0,unknown,unknown,3,jun,941,yes
218,7,-1,0,unknown,unknown,3,jun,1025,yes
219,2,-1,0,unknown,unknown,3,jun,732,yes
220,3,-1,0,unknown,unknown,3,jun,1045,yes
221,1,-1,0,unknown,unknown,3,jun,768,yes
222,1,-1,0,unknown,unknown,3,jun,801,yes
223,2,-1,0,unknown,unknown,3,jun,482,yes
224,2,-1,0,unknown,unknown,3,jun,2456,yes
225,7,-1,0,unknown,unknown,3,jun,1363,yes
226,4,-1,0,unknown,unknown,3,jun,1336,yes
227,1,-1,0,unknown,unknown,4,jun,633,yes
228,15,-1,0,unknown,unknown,4,jun,524,yes
229,1,-1,0,unknown,unknown,4,jun,578,yes
230,2,-1,0,unknown,unknown,4,jun,984,yes
231,1,-1,0,unknown,unknown,4,jun,638,yes
232,2,-1,0,unknown,unknown,4,jun,767,yes
233,2,-1,0,unknown,unknown,4,jun,525,yes
234,1,-1,0,unknown,unknown,4,jun,563,yes
235,6,-1,0,unknown,unknown,4,jun,1449,yes
236,1,-1,0,unknown,unknown,4,jun,920,yes
237,1,-1,0,unknown,unknown,4,jun,908,yes
238,1,-1,0,unknown,unknown,5,jun,208,yes
239,2,-1,0,unknown,unknown,5,jun,910,yes
240,1,-1,0,unknown,unknown,5,jun,1446,yes
241,2,-1,0,unknown,unknown,5,jun,1149,yes
242,1,-1,0,unknown,unknown,5,jun,1123,yes
243,2,-1,0,unknown,unknown,5,jun,508,yes
244,2,-1,0,unknown,unknown,5,jun,736,yes
245,3,-1,0,unknown,unknown,5,jun,590,yes
246,1,-1,0,unknown,unknown,5,jun,636,yes
247,1,-1,0,unknown,unknown,5,jun,701,yes
248,2,-1,0,unknown,unknown,5,jun,761,yes
249,1,-1,0,unknown,unknown,5,jun,1558,yes
250,2,-1,0,unknown,unknown,5,jun,1053,yes
251,15,-1,0,unknown,unknown,5,jun,562,yes
252,5,-1,0,unknown,unknown,5,jun,494,yes
253,3,-1,0,unknown,unknown,5,jun,1018,yes
254,4,-1,0,unknown,unknown,5,jun,884,yes
255,5,-1,0,unknown,unknown,6,jun,709,yes
256,2,-1,0,unknown,unknown,6,jun,1276,yes
257,2,-1,0,unknown,unknown,6,jun,381,yes
258,11,-1,0,unknown,unknown,6,jun,862,yes
259,4,-1,0,unknown,unknown,6,jun,460,yes
260,3,-1,0,unknown,unknown,6,jun,467,yes
261,2,-1,0,unknown,unknown,6,jun,648,yes
262,3,-1,0,unknown,unknown,6,jun,2653,yes
263,1,-1,0,unknown,unknown,6,jun,1085,yes
264,2,-1,0,unknown,unknown,6,jun,369,yes
265,3,-1,0,unknown,unknown,6,jun,685,yes
266,10,-1,0,unknown,unknown,9,jun,1055,yes
267,1,-1,0,unknown,unknown,9,jun,882,yes
268,1,-1,0,unknown,unknown,9,jun,901,yes
269,1,-1,0,unknown,unknown,9,jun,700,yes
270,6,-1,0,unknown,unknown,9,jun,491,yes
271,1,-1,0,unknown,unknown,9,jun,940,yes
272,3,-1,0,unknown,unknown,9,jun,3881,yes
273,3,-1,0,unknown,unknown,9,jun,486,yes
274,3,-1,0,unknown,unknown,9,jun,1137,yes
275,3,-1,0,unknown,unknown,11,jun,878,yes
276,4,-1,0,unknown,unknown,11,jun,583,yes
277,4,-1,0,unknown,unknown,11,jun,1159,yes
278,8,-1,0,unknown,unknown,11,jun,893,yes
279,1,-1,0,unknown,unknown,11,jun,867,yes
280,1,-1,0,unknown,unknown,11,jun,706,yes
281,1,-1,0,unknown,unknown,11,jun,1199,yes
282,1,-1,0,unknown,unknown,11,jun,935,yes
283,1,-1,0,unknown,unknown,11,jun,586,yes
284,2,-1,0,unknown,unknown,11,jun,967,yes
285,2,-1,0,unknown,unknown,11,jun,595,yes
286,2,-1,0,unknown,unknown,11,jun,1290,yes
287,2,-1,0,unknown,unknown,12,jun,614,yes
288,1,-1,0,unknown,unknown,12,jun,885,yes
289,5,-1,0,unknown,unknown,12,jun,651,yes
290,6,-1,0,unknown,unknown,12,jun,993,yes
291,2,-1,0,unknown,unknown,12,jun,577,yes
292,6,-1,0,unknown,unknown,12,jun,1141,yes
293,2,-1,0,unknown,unknown,12,jun,1268,yes
294,7,-1,0,unknown,unknown,12,jun,1243,yes
295,3,-1,0,unknown,unknown,12,jun,465,yes
296,2,-1,0,unknown,unknown,16,jun,513,yes
297,11,-1,0,unknown,unknown,16,jun,686,yes
298,4,-1,0,unknown,unknown,16,jun,741,yes
299,1,-1,0,unknown,unknown,16,jun,617,yes
300,1,-1,0,unknown,unknown,16,jun,1093,yes
301,2,-1,0,unknown,unknown,16,jun,1395,yes
302,1,-1,0,unknown,unknown,16,jun,1089,yes
303,3,-1,0,unknown,unknown,16,jun,1248,yes
304,3,-1,0,unknown,unknown,16,jun,721,yes
305,2,-1,0,unknown,unknown,16,jun,750,yes
306,6,-1,0,unknown,unknown,16,jun,637,yes
307,4,-1,0,unknown,unknown,16,jun,2769,yes
308,1,-1,0,unknown,unknown,17,jun,556,yes
309,1,-1,0,unknown,unknown,17,jun,522,yes
310,3,-1,0,unknown,unknown,17,jun,1345,yes
311,2,-1,0,unknown,unknown,17,jun,676,yes
312,3,-1,0,unknown,unknown,17,jun,775,yes
313,3,-1,0,unknown,unknown,17,jun,2621,yes
314,1,-1,0,unknown,unknown,18,jun,1029,yes
315,2,-1,0,unknown,unknown,18,jun,371,yes
316,2,-1,0,unknown,unknown,18,jun,1528,yes
317,1,-1,0,unknown,unknown,18,jun,1540,yes
318,1,-1,0,unknown,unknown,18,jun,973,yes
319,1,-1,0,unknown,unknown,18,jun,707,yes
320,2,-1,0,unknown,unknown,18,jun,625,yes
321,1,-1,0,unknown,unknown,18,jun,1255,yes
322,4,-1,0,unknown,unknown,18,jun,704,yes
323,3,-1,0,unknown,unknown,18,jun,1574,yes
324,4,-1,0,unknown,unknown,19,jun,1135,yes
325,1,-1,0,unknown,unknown,19,jun,1007,yes
326,3,-1,0,unknown,unknown,19,jun,1318,yes
327,2,-1,0,unknown,unknown,19,jun,922,yes
328,1,-1,0,unknown,unknown,19,jun,585,yes
329,4,-1,0,unknown,unknown,19,jun,952,yes
330,1,-1,0,unknown,unknown,19,jun,834,yes
331,3,-1,0,unknown,unknown,19,jun,651,yes
332,3,-1,0,unknown,unknown,19,jun,683,yes
333,1,-1,0,unknown,unknown,19,jun,1012,yes
334,7,-1,0,unknown,unknown,19,jun,958,yes
335,2,-1,0,unknown,unknown,20,jun,973,yes
336,1,-1,0,unknown,unknown,20,jun,911,yes
337,7,-1,0,unknown,unknown,20,jun,382,yes
338,1,-1,0,unknown,unknown,20,jun,1210,yes
339,1,-1,0,unknown,unknown,20,jun,838,yes
340,1,-1,0,unknown,unknown,20,jun,422,yes
341,2,-1,0,unknown,unknown,20,jun,1098,yes
342,1,-1,0,unknown,unknown,20,jun,1663,yes
343,3,-1,0,unknown,unknown,20,jun,560,yes
344,1,-1,0,unknown,unknown,20,jun,1617,yes
345,2,-1,0,unknown,unknown,20,jun,570,yes
346,3,-1,0,unknown,unknown,20,jun,1023,yes
347,2,-1,0,unknown,unknown,20,jun,585,yes
348,3,-1,0,unknown,unknown,20,jun,693,yes
349,10,-1,0,unknown,unknown,20,jun,546,yes
350,5,-1,0,unknown,unknown,20,jun,1036,yes
351,2,-1,0,unknown,unknown,20,jun,1409,yes
352,4,-1,0,unknown,unknown,20,jun,988,yes
353,2,-1,0,unknown,unknown,23,jun,498,yes
354,3,-1,0,unknown,unknown,23,jun,670,yes
355,2,-1,0,unknown,unknown,23,jun,662,yes
356,2,-1,0,unknown,unknown,24,jun,528,yes
357,3,-1,0,unknown,unknown,26,jun,519,yes
358,3,-1,0,unknown,unknown,26,jun,677,yes
359,2,-1,0,unknown,unknown,26,jun,3183,yes
360,6,-1,0,unknown,unknown,27,jun,422,yes
361,2,-1,0,unknown,unknown,27,jun,856,yes
362,9,-1,0,unknown,unknown,1,jul,479,yes
363,2,-1,0,unknown,unknown,1,jul,1135,yes
364,2,-1,0,unknown,unknown,1,jul,650,yes
365,3,-1,0,unknown,unknown,3,jul,587,yes
366,1,-1,0,unknown,unknown,3,jul,676,yes
367,1,-1,0,unknown,unknown,4,jul,584,yes
368,3,-1,0,unknown,cellular,4,jul,1044,yes
369,4,-1,0,unknown,cellular,7,jul,494,yes
370,2,-1,0,unknown,cellular,7,jul,615,yes
371,2,-1,0,unknown,cellular,7,jul,718,yes
372,3,-1,0,unknown,cellular,7,jul,434,yes
373,1,-1,0,unknown,cellular,7,jul,782,yes
374,3,-1,0,unknown,cellular,7,jul,722,yes
375,2,-1,0,unknown,cellular,7,jul,621,yes
376,2,-1,0,unknown,cellular,7,jul,629,yes
377,5,-1,0,unknown,cellular,7,jul,385,yes
378,1,-1,0,unknown,cellular,7,jul,889,yes
379,1,-1,0,unknown,cellular,7,jul,532,yes
380,1,-1,0,unknown,cellular,7,jul,574,yes
381,1,-1,0,unknown,cellular,7,jul,599,yes
382,1,-1,0,unknown,cellular,7,jul,849,yes
383,3,-1,0,unknown,cellular,7,jul,973,yes
384,2,-1,0,unknown,cellular,7,jul,719,yes
385,4,-1,0,unknown,cellular,8,jul,509,yes
386,1,-1,0,unknown,cellular,8,jul,740,yes
387,1,-1,0,unknown,cellular,8,jul,534,yes
388,1,-1,0,unknown,cellular,8,jul,531,yes
389,1,-1,0,unknown,cellular,8,jul,634,yes
390,3,-1,0,unknown,cellular,8,jul,460,yes
391,1,-1,0,unknown,cellular,8,jul,681,yes
392,1,-1,0,unknown,cellular,8,jul,1082,yes
393,1,-1,0,unknown,cellular,8,jul,730,yes
394,5,-1,0,unknown,cellular,8,jul,716,yes
395,2,-1,0,unknown,cellular,8,jul,803,yes
396,1,-1,0,unknown,cellular,8,jul,635,yes
397,3,-1,0,unknown,cellular,8,jul,819,yes
398,2,-1,0,unknown,cellular,8,jul,658,yes
399,4,-1,0,unknown,cellular,8,jul,1061,yes
400,2,-1,0,unknown,cellular,8,jul,687,yes
401,1,-1,0,unknown,cellular,9,jul,537,yes
402,1,-1,0,unknown,cellular,9,jul,781,yes
403,1,-1,0,unknown,cellular,9,jul,645,yes
404,1,-1,0,unknown,cellular,9,jul,1242,yes
405,1,-1,0,unknown,cellular,9,jul,662,yes
406,1,-1,0,unknown,cellular,9,jul,625,yes
407,3,-1,0,unknown,cellular,9,jul,426,yes
408,1,-1,0,unknown,cellular,9,jul,869,yes
409,5,-1,0,unknown,cellular,9,jul,556,yes
410,5,-1,0,unknown,cellular,9,jul,359,yes
411,1,-1,0,unknown,cellular,9,jul,1014,yes
412,4,-1,0,unknown,cellular,9,jul,1290,yes
413,5,-1,0,unknown,cellular,9,jul,564,yes
414,6,-1,0,unknown,cellular,9,jul,1439,yes
415,2,-1,0,unknown,cellular,9,jul,919,yes
416,3,-1,0,unknown,cellular,9,jul,1426,yes
417,1,-1,0,unknown,cellular,10,jul,901,yes
418,4,-1,0,unknown,cellular,10,jul,998,yes
419,1,-1,0,unknown,cellular,10,jul,804,yes
420,1,-1,0,unknown,cellular,10,jul,961,yes
421,2,-1,0,unknown,cellular,10,jul,720,yes
422,7,-1,0,unknown,cellular,10,jul,1341,yes
423,1,-1,0,unknown,cellular,10,jul,634,yes
424,5,-1,0,unknown,cellular,10,jul,829,yes
425,4,-1,0,unknown,cellular,10,jul,476,yes
426,1,-1,0,unknown,cellular,10,jul,724,yes
427,1,-1,0,unknown,cellular,10,jul,500,yes
428,1,-1,0,unknown,cellular,10,jul,2029,yes
429,3,-1,0,unknown,cellular,10,jul,1499,yes
430,1,-1,0,unknown,cellular,10,jul,1399,yes
431,3,-1,0,unknown,cellular,10,jul,1187,yes
432,1,-1,0,unknown,cellular,10,jul,487,yes
433,3,-1,0,unknown,cellular,10,jul,1097,yes
434,2,-1,0,unknown,cellular,11,jul,1060,yes
435,2,-1,0,unknown,cellular,11,jul,764,yes
436,2,-1,0,unknown,cellular,11,jul,1120,yes
437,2,-1,0,unknown,cellular,11,jul,963,yes
438,2,-1,0,unknown,cellular,11,jul,1973,yes
439,2,-1,0,unknown,cellular,11,jul,911,yes
440,2,-1,0,unknown,cellular,11,jul,853,yes
441,2,-1,0,unknown,cellular,11,jul,1649,yes
442,3,-1,0,unknown,cellular,14,jul,1397,yes
443,3,-1,0,unknown,cellular,14,jul,766,yes
444,2,-1,0,unknown,cellular,14,jul,788,yes
445,3,-1,0,unknown,cellular,14,jul,1130,yes
446,4,-1,0,unknown,cellular,14,jul,1062,yes
447,2,-1,0,unknown,cellular,14,jul,1669,yes
448,4,-1,0,unknown,cellular,14,jul,1336,yes
449,3,-1,0,unknown,cellular,14,jul,444,yes
450,7,-1,0,unknown,cellular,14,jul,894,yes
451,3,-1,0,unknown,cellular,15,jul,805,yes
452,2,-1,0,unknown,cellular,15,jul,1056,yes
453,4,-1,0,unknown,cellular,15,jul,815,yes
454,3,-1,0,unknown,cellular,15,jul,808,yes
455,4,-1,0,unknown,cellular,15,jul,860,yes
456,1,-1,0,unknown,cellular,15,jul,881,yes
457,1,-1,0,unknown,cellular,15,jul,981,yes
458,3,-1,0,unknown,cellular,15,jul,1001,yes
459,5,-1,0,unknown,cellular,15,jul,514,yes
460,3,-1,0,unknown,cellular,15,jul,716,yes
461,4,-1,0,unknown,cellular,15,jul,769,yes
462,5,-1,0,unknown,cellular,15,jul,889,yes
463,5,-1,0,unknown,cellular,15,jul,448,yes
464,5,-1,0,unknown,cellular,16,jul,767,yes
465,1,-1,0,unknown,cellular,16,jul,578,yes
466,4,-1,0,unknown,cellular,16,jul,1806,yes
467,1,-1,0,unknown,cellular,16,jul,496,yes
468,1,-1,0,unknown,cellular,16,jul,586,yes
469,1,-1,0,unknown,cellular,16,jul,689,yes
470,1,-1,0,unknown,cellular,16,jul,555,yes
471,6,-1,0,unknown,cellular,16,jul,686,yes
472,1,-1,0,unknown,cellular,16,jul,435,yes
473,2,-1,0,unknown,cellular,16,jul,873,yes
474,1,-1,0,unknown,cellular,16,jul,1222,yes
475,1,-1,0,unknown,cellular,16,jul,988,yes
476,11,-1,0,unknown,cellular,16,jul,1019,yes
477,2,-1,0,unknown,cellular,16,jul,709,yes
478,9,-1,0,unknown,cellular,16,jul,561,yes
479,2,-1,0,unknown,cellular,16,jul,1018,yes
480,2,-1,0,unknown,cellular,16,jul,1039,yes
481,2,-1,0,unknown,cellular,16,jul,781,yes
482,5,-1,0,unknown,cellular,16,jul,1656,yes
483,2,-1,0,unknown,cellular,17,jul,923,yes
484,1,-1,0,unknown,cellular,17,jul,1275,yes
485,2,-1,0,unknown,cellular,17,jul,342,yes
486,2,-1,0,unknown,telephone,17,jul,1008,yes
487,2,-1,0,unknown,cellular,17,jul,538,yes
488,1,-1,0,unknown,cellular,17,jul,795,yes
489,1,-1,0,unknown,cellular,17,jul,1027,yes
490,2,-1,0,unknown,cellular,17,jul,1584,yes
491,2,-1,0,unknown,cellular,17,jul,582,yes
492,7,-1,0,unknown,telephone,17,jul,1448,yes
493,3,-1,0,unknown,cellular,17,jul,656,yes
494,1,-1,0,unknown,cellular,17,jul,1208,yes
495,2,-1,0,unknown,cellular,17,jul,1175,yes
496,5,-1,0,unknown,cellular,17,jul,536,yes
497,5,-1,0,unknown,cellular,17,jul,991,yes
498,4,-1,0,unknown,cellular,17,jul,1153,yes
499,3,-1,0,unknown,cellular,18,jul,623,yes
500,2,-1,0,unknown,cellular,18,jul,1081,yes
501,1,-1,0,unknown,cellular,18,jul,978,yes
502,1,-1,0,unknown,cellular,18,jul,536,yes
503,1,-1,0,unknown,cellular,18,jul,968,yes
504,2,-1,0,unknown,cellular,18,jul,278,yes
505,1,-1,0,unknown,cellular,18,jul,560,yes
506,3,-1,0,unknown,cellular,18,jul,640,yes
507,1,-1,0,unknown,cellular,18,jul,420,yes
508,2,-1,0,unknown,cellular,18,jul,658,yes
509,1,-1,0,unknown,cellular,18,jul,641,yes
510,3,-1,0,unknown,cellular,18,jul,635,yes
511,7,-1,0,unknown,cellular,18,jul,588,yes
512,4,-1,0,unknown,cellular,18,jul,1373,yes
513,4,-1,0,unknown,cellular,18,jul,913,yes
514,2,-1,0,unknown,cellular,18,jul,799,yes
515,2,-1,0,unknown,cellular,18,jul,1139,yes
516,2,-1,0,unknown,cellular,21,jul,1105,yes
